,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Year
1106,March,03/11/2022,06:35:00,03/11/2022,07:00:00,Texas,TRE,Suspicious Activity,0,0,2022
1107,March,03/12/2022,08:33:00,Unknown,Unknown,Alabama,SERC,Severe Weather,139,19380,2022
1108,March,03/13/2022,22:15:00,03/13/2022,22:38:00,Minnesota,MRO,Vandalism,0,0,2022
1109,March,03/14/2022,09:30:00,03/14/2022,10:45:00,Texas,TRE,Vandalism,0,0,2022
1110,March,03/14/2022,15:45:00,Unknown,Unknown,New Jersey,RF,Suspicious Activity,Unknown,Unknown,2022
1111,March,03/15/2022,18:53:00,03/15/2022,20:33:00,California,WECC,Vandalism,10,3958,2022
1112,March,03/15/2022,11:11:00,03/15/2022,11:47:00,Maine,NPCC,System Operations,0,0,2022
1113,March,03/16/2022,11:28:00,03/16/2022,11:29:00,California,WECC,Vandalism,0,0,2022
1114,March,03/17/2022,12:59:00,44641,16:38:00,North Carolina,SERC,Actual Physical Attack/Vandalism,0,0,2022
1115,March,03/18/2022,16:32:00,Unknown,Unknown,Florida,SERC,Transmission Interruption,78,20423,2022
1116,March,03/20/2022,17:52:00,03/20/2022,22:20:00,Minnesota,MRO,System Operations,0,0,2022
1117,March,03/21/2022,19:00:00,03/24/2022,00:00:00,Texas,TRE,Severe Weather,Unknown,170000,2022
1118,March,03/22/2022,21:04:00,03/22/2022,21:08:00,Maryland,RF,Suspicious Activity,0,0,2022
1119,March,03/22/2022,00:06:00,03/22/2022,04:29:00,South Dakota,MRO,Transmission Interruption,0,0,2022
1120,March,03/25/2022,20:46:00,03/25/2022,22:48:00,Maine,NPCC,System Operations,0,0,2022
1121,March,03/29/2022,11:45:00,Unknown,Unknown,California,WECC,Vandalism,0,0,2022
1122,March,03/29/2022,16:34:00,03/30/2022,15:25:00,Vermont,NPCC,Vandalism,0,0,2022
1123,March,03/30/2022,15:45:00,Unknown,Unknown,Louisiana,SERC,Severe Weather,Unknown,66448,2022
1124,March,03/31/2022,08:59:00,04/01/2022,19:30:00,Michigan,RF,Severe Weather,60,70000,2022
1125,March,03/31/2022,22:43:00,Unknown,Unknown,Montana,WECC/SERC,Cyber Event,0,0,2022
1126,March,03/31/2022,00:04:00,03/31/2022,09:20:00,Georgia,SERC,Severe Weather,157,22000,2022
1127,April,04/05/2022,04:40:00,04/05/2022,17:21:00,Missouri,SERC/RF,System Operations,73,16299,2022
1128,April,04/10/2022,15:41:00,04/10/2022,15:50:00,Arkansas,SERC,System Operations,5,Unknown,2022
1129,April,04/10/2022,15:41:00,04/10/2022,15:50:00,Arkansas,SERC,System Operations,5,Unknown,2022
1130,April,04/11/2022,09:15:00,04/13/2022,08:00:00,Oregon,WECC,Severe Weather,3140,73717,2022
1131,April,04/11/2022,21:37:00,04/11/2022,22:14:00,California,WECC,Actual Physical Attack,2,1337,2022
1132,April,04/11/2022,20:33:00,04/11/2022,20:40:00,Maryland,RF,Suspicious Activity,0,0,2022
1133,April,04/11/2022,20:33:00,04/11/2022,20:40:00,Maryland,RF,Suspicious Activity,0,0,2022
1134,April,04/12/2022,17:42:00,04/12/2022,18:38:00,Arkansas,SERC,Actual Physical Attack,0,0,2022
1135,April,04/13/2022,22:04:00,04/14/2022,00:02:00,Louisiana,SERC,System Operations,7,2429,2022
1136,April,04/14/2022,05:59:00,04/14/2022,06:13:00,California,WECC,Transmission Interruption,164,262268,2022
1137,April,04/16/2022,12:17:00,Unknown,Unknown,Missouri,SERC/RF,Generation Inadequacy,0,0,2022
1138,April,04/16/2022,11:08:00,Unknown,Unknown,Iowa,SERC/MRO,System Operations,0,0,2022
1139,April,04/16/2022,10:45:00,Unknown,Unknown,Washington,WECC,Suspicious Activity,0,0,2022
1140,April,04/16/2022,17:44:00,Unknown,Unknown,California,WECC,System Operations,9290,Unknown,2022
1141,April,04/16/2022,05:30:00,04/16/2022,11:38:00,California,WECC,System Operations,0,0,2022
1142,April,04/16/2022,22:55:00,04/16/2022,22:57:00,Pennsylvania,RF,Suspicious Activity,0,0,2022
1143,April,04/19/2022,06:00:00,Unknown,Unknown,New York,NPCC,Severe Weather,Unknown,97000,2022
1144,April,04/19/2022,08:41:00,04/19/2022,12:10:00,Connecticut,NPCC,Severe Weather,Unknown,67754,2022
1145,April,04/19/2022,04:07:00,Unknown,Unknown,New York,NPCC,Severe Weather,Unknown,84033,2022
1146,April,04/22/2022,23:00:00,04/24/2022,16:00:00,North Dakota,MRO,Severe Weather,1000,Unknown,2022
1147,April,04/22/2022,23:16:00,04/24/2022,16:00:00,North Dakota,WECC/MRO,Severe Weather,Unknown,Unknown,2022
1148,April,04/23/2022,15:38:00,04/24/2022,04:00:00,North Dakota,MRO,Severe Weather,480,18430,2022
1149,April,04/23/2022,19:42:00,04/24/2022,16:17:00,Iowa,SERC/MRO,Severe Weather,43,22400,2022
1150,April,04/26/2022,14:27:00,Unknown,Unknown,Minnesota,MRO,Vandalism,17,0,2022
1151,April,04/26/2022,08:54:00,04/26/2022,08:55:00,California,WECC,Vandalism,0,0,2022
1152,April,04/27/2022,09:00:00,04/27/2022,09:01:00,Ohio,RF,Suspicious Activity,Unknown,Unknown,2022
1153,April,04/28/2022,07:56:00,04/28/2022,08:48:00,North Carolina,SERC,System Operations,74,Unknown,2022
1154,April,04/28/2022,15:45:00,Unknown,Unknown,New Mexico,WECC,Suspicious Activity,0,0,2022
1155,April,04/29/2022,07:05:00,04/29/2022,07:06:00,California,WECC,Vandalism,0,0,2022
1156,May,05/02/2022,14:24:00,05/02/2022,14:25:00,California,WECC,Vandalism,Unknown,0,2022
1157,May,05/03/2022,06:42:00,05/03/2022,13:59:00,New Hampshire,NPCC,Vandalism,0,0,2022
1158,May,05/03/2022,00:17:00,05/04/2022,12:00:00,Louisiana,SERC,Actual Physical Attack,0,0,2022
1159,May,05/04/2022,14:07:00,05/05/2022,01:57:00,Michigan,RF,System Operations,Unknown,0,2022
1160,May,05/05/2022,13:06:00,05/05/2022,14:06:00,Arkansas,SERC,Transmission Interruption,Unknown,0,2022
1161,May,05/06/2022,03:02:00,05/06/2022,03:34:00,Michigan,RF,Fuel Supply Deficiency,0,0,2022
1162,May,05/09/2022,16:25:00,05/09/2022,17:10:00,Texas,TRE,Vandalism,0,0,2022
1163,May,05/09/2022,16:25:00,05/09/2022,17:10:00,Texas,TRE,Vandalism,0,0,2022
1164,May,05/11/2022,18:00:00,05/11/2022,22:42:00,Minnesota,MRO,Severe Weather,Unknown,105000,2022
1165,May,05/11/2022,10:00:00,05/11/2022,10:01:00,Iowa,MRO,Vandalism,0,0,2022
1166,May,05/12/2022,16:50:00,05/13/2022,02:48:00,South Dakota,MRO,Transmission Interruption,Unknown,Unknown,2022
1167,May,05/12/2022,14:58:00,05/12/2022,14:59:00,Mississippi,SERC,Actual Physical Attack/Vandalism,0,0,2022
1168,May,05/12/2022,14:58:00,05/12/2022,14:59:00,Mississippi,SERC,Actual Physical Attack/Vandalism,0,0,2022
1169,May,05/12/2022,01:00:00,05/12/2022,01:10:00,Texas,TRE,Suspicious Activity,0,0,2022
1170,May,05/12/2022,10:44:00,05/12/2022,13:34:00,Missouri,SERC,Transmission Interruption,800,0,2022
1171,May,05/14/2022,15:05:00,05/14/2022,16:30:00,Texas,TRE,System Operations,0,0,2022
1172,May,05/15/2022,23:30:00,05/17/2022,23:45:00,Texas,TRE,Severe Weather,Unknown,150000,2022
1173,May,05/15/2022,21:00:00,05/15/2022,21:10:00,Pennsylvania,RF,Suspicious Activity,0,0,2022
1174,May,05/15/2022,21:00:00,05/15/2022,21:10:00,Pennsylvania,RF,Suspicious Activity,0,0,2022
1175,May,05/16/2022,05:00:00,05/16/2022,05:01:00,California,WECC,Vandalism,0,0,2022
1176,May,05/16/2022,16:03:00,05/16/2022,19:32:00,Arizona,WECC,System Operations,0,0,2022
1177,May,05/17/2022,12:10:00,Unknown,Unknown,New Mexico,WECC,Transmission Interruption,25,Unknown,2022
1178,May,05/18/2022,17:00:00,05/31/2022,12:00:00,New Mexico,WECC,Fuel Supply Deficiency,560,0,2022
1179,May,05/18/2022,11:00:00,05/18/2022,16:34:00,Idaho,WECC,Vandalism,0,0,2022
1180,May,05/18/2022,15:30:00,05/18/2022,16:30:00,Pennsylvania,RF,Suspicious Activity,0,0,2022
1181,May,05/20/2022,17:26:00,05/20/2022,17:33:00,New York,NPCC,Transmission Interruption,0,0,2022
1182,May,05/20/2022,08:48:00,Unknown,Unknown,New York,NPCC,Suspicious Activity,0,0,2022
1183,May,05/21/2022,21:53:00,05/22/2022,00:28:00,Missouri,SERC,Actual Physical Attack,0,0,2022
1184,May,05/22/2022,02:30:00,05/22/2022,18:52:00,Texas,TRE,Severe Weather,Unknown,52172,2022
1185,May,05/22/2022,22:40:00,05/22/2022,23:16:00,Maine,NPCC,System Operations,0,0,2022
1186,May,05/25/2022,06:42:00,05/25/2022,06:43:00,California,WECC,Actual Physical Attack,0,0,2022
1187,May,05/27/2022,07:56:00,05/27/2022,08:38:00,Arizona,WECC,System Operations,0,0,2022
1188,May,05/27/2022,05:19:00,05/27/2022,06:00:00,Ohio,RF,Suspicious Activity,0,0,2022
1189,May,05/29/2022,16:41:00,05/31/2022,11:29:00,Pennsylvania,RF,Transmission Interruption,0,0,2022
1190,May,05/29/2022,01:18:00,05/29/2022,01:50:00,Pennsylvania,RF,System Operations,0,0,2022
1191,May,05/30/2022,14:10:00,05/31/2022,05:58:00,California,WECC,System Operations,0,0,2022
1192,May,05/31/2022,13:58:00,05/31/2022,13:59:00,Texas,TRE,Vandalism,0,0,2022
1193,June,06/01/2022,10:47:00,06/01/2022,10:48:00,Utah,WECC,Vandalism,0,0,2022
1194,June,06/02/2022,08:20:00,Unknown,Unknown,California,WECC,Vandalism,0,0,2022
1195,June,06/03/2022,03:48:00,06/03/2022,03:49:00,Georgia,SERC,Vandalism,0,0,2022
1196,June,06/04/2022,12:59:00,06/05/2022,02:15:00,Texas,TRE,Generation Inadequacy,0,0,2022
1197,June,06/05/2022,15:20:00,06/05/2022,20:12:00,California,WECC,Generation Inadequacy,Unknown,Unknown,2022
1198,June,06/06/2022,10:21:00,06/06/2022,10:24:00,California,WECC,System Operations,13,4000,2022
1199,June,06/08/2022,01:00:00,06/08/2022,06:00:00,Missouri,SERC/MRO,Severe Weather/Transmission Interruption,Unknown,91188,2022
1200,June,06/08/2022,00:00:00,06/08/2022,04:00:00,Kansas,SERC/MRO,Severe Weather,Unknown,62000,2022
1201,June,06/08/2022,01:00:00,06/08/2022,04:00:00,Missouri,SERC,Severe Weather/Distribution Interruption,Unknown,60000,2022
1202,June,06/09/2022,02:33:00,06/09/2022,06:49:00,Texas,TRE,Suspicious Activity,0,0,2022
1203,June,06/09/2022,07:00:00,06/09/2022,07:05:00,Oregon,WECC,Vandalism,0,0,2022
1204,June,06/10/2022,12:08:00,06/10/2022,21:30:00,Texas,TRE,Actual Physical Attack/Vandalism,0,0,2022
1205,June,06/10/2022,20:27:00,06/10/2022,21:30:00,California,WECC,System Operations,100,39094,2022
1206,June,06/10/2022,20:20:00,06/10/2022,20:28:00,California,WECC,System Operations,100,Unknown,2022
1207,June,06/10/2022,08:45:00,Unknown,Unknown,California,WECC,System Operations,13437,445,2022
1208,June,06/12/2022,23:30:00,06/13/2022,23:30:00,Ohio,SERC/RF,Severe Weather/Transmission Interruption,14000,100000,2022
1209,June,06/13/2022,18:00:00,06/14/2022,18:15:00,Ohio,SERC/RF,Severe Weather/Transmission Interruption,Unknown,162551,2022
1210,June,06/13/2022,23:54:00,06/14/2022,00:45:00,Michigan,RF,System Operations,0,0,2022
1211,June,06/14/2022,13:46:00,Unknown,Unknown,Ohio,RF,System Operations,373,Unknown,2022
1212,June,06/14/2022,00:00:00,06/14/2022,06:00:00,Washington,WECC,Actual Physical Attack/Vandalism,0,0,2022
1213,June,06/15/2022,21:00:00,Unknown,Unknown,Wisconsin,RF/MRO,Severe Weather,90,57000,2022
1214,June,06/15/2022,10:45:00,06/15/2022,13:45:00,Michigan,RF,System Operations,0,0,2022
1215,June,06/16/2022,16:31:00,06/16/2022,20:07:00,North Carolina,SERC,Severe Weather,Unknown,77908,2022
1216,June,06/16/2022,03:51:00,06/16/2022,06:30:00,Washington,WECC,Suspicious Activity,35,7500,2022
1217,June,06/17/2022,18:45:00,06/18/2022,13:32:00,North Carolina,SERC,Severe Weather,Unknown,44000,2022
1218,June,06/17/2022,17:30:00,06/19/2022,21:15:00,West Virginia,SERC/RF,Severe Weather,Unknown,150000,2022
1219,June,06/17/2022,17:37:00,06/18/2022,00:54:00,North Carolina,SERC,Severe Weather,Unknown,91056,2022
1220,June,06/17/2022,06:02:00,Unknown,Unknown,Illinois,SERC/RF,Severe Weather,Unknown,80000,2022
1221,June,06/20/2022,12:54:00,06/20/2022,14:23:00,Minnesota,MRO,System Operations,0,15604,2022
1222,June,06/22/2022,16:56:00,06/23/2022,02:00:00,Virginia,SERC/RF,Severe Weather/Distribution Interruption,Unknown,100000,2022
1223,June,06/23/2022,12:41:00,06/23/2022,13:41:00,New Jersey,NPCC,Suspicious Activity,0,0,2022
1224,June,06/23/2022,10:55:00,Unknown,Unknown,California,WECC,Fuel Supply Deficiency,0,0,2022
1225,June,06/24/2022,23:09:00,06/25/2022,00:00:00,Louisiana,SERC,Fuel Supply Deficiency,Unknown,Unknown,2022
1226,June,06/26/2022,17:05:00,06/26/2022,22:42:00,Nevada,WECC,Vandalism,0,0,2022
1227,June,06/27/2022,17:07:00,06/28/2022,01:42:00,Michigan,RF/MRO,System Operations,0,0,2022
1228,June,06/27/2022,14:26:00,06/28/2022,03:56:00,Texas,TRE,Severe Weather,14,2491,2022
1229,June,06/27/2022,06:21:00,06/27/2022,07:26:00,Texas,TRE,System Operations,0,0,2022
1230,June,06/28/2022,09:27:00,06/28/2022,10:42:00,Texas,TRE,System Operations,0,0,2022
1231,June,06/28/2022,09:39:00,06/28/2022,09:40:00,Kentucky,SERC,Suspicious Activity,0,0,2022
1232,June,06/30/2022,19:58:00,06/30/2022,20:50:00,Michigan,RF,System Operations,0,0,2022
1233,July,07/01/2022,11:45:00,Unknown,Unknown,California,WECC,Vandalism,20,0,2022
1234,July,07/03/2022,10:30:00,07/03/2022,10:40:00,California,WECC,Vandalism,0,0,2022
1235,July,07/03/2022,05:18:00,07/03/2022,08:24:00,Oklahoma,MRO,Vandalism,0,0,2022
1236,July,07/03/2022,11:02:00,Unknown,Unknown,California,WECC,Actual Physical Attack,Unknown,1079,2022
1237,July,07/04/2022,18:21:00,Unknown,Unknown,California,WECC,System Operations,3,3001,2022
1238,July,07/05/2022,08:00:00,07/05/2022,08:06:00,Washington,WECC,Actual Physical Attack,0,0,2022
1239,July,07/05/2022,20:46:00,07/05/2022,21:40:00,Iowa,RF/SERC,System Operations,0,0,2022
1240,July,07/06/2022,14:39:00,07/07/2022,03:54:00,Ohio,RF/SERC,Severe Weather/Transmission Interruption,Unknown,104700,2022
1241,July,07/06/2022,16:23:00,07/06/2022,16:35:00,Virginia,SERC,Suspicious Activity,0,0,2022
1242,July,07/06/2022,06:18:00,07/06/2022,06:19:00,Kentucky,SERC,Vandalism,0,0,2022
1243,July,07/06/2022,12:40:00,07/06/2022,12:41:00,Utah,WECC,Vandalism,0,0,2022
1244,July,07/06/2022,01:58:00,Unknown,Unknown,Oklahoma,MRO,Actual Physical Attack,25,4836,2022
1245,July,07/09/2022,02:47:00,07/09/2022,02:59:00,Louisiana,SERC,System Operations,Unknown,4724,2022
1246,July,07/10/2022,21:00:00,07/11/2022,20:00:00,Texas,TRE,System Operations,Unknown,Unknown,2022
1247,July,07/11/2022,10:20:00,Unknown,Unknown,California,WECC,Vandalism,2,0,2022
1248,July,07/12/2022,16:00:00,Unknown,Unknown,Maryland,RF,Severe Weather,800,165000,2022
1249,July,07/12/2022,10:45:00,07/12/2022,11:00:00,Washington,WECC,Actual Physical Attack,0,0,2022
1250,July,07/12/2022,18:00:00,07/12/2022,22:00:00,Washington,RF,Severe Weather,Unknown,50200,2022
1251,July,07/13/2022,11:30:00,07/13/2022,21:00:00,Texas,TRE,System Operations,Unknown,Unknown,2022
1252,July,07/13/2022,10:00:00,07/13/2022,13:00:00,Colorado,WECC,Vandalism,0,0,2022
1253,July,07/15/2022,07:10:00,07/15/2022,07:11:00,Nebraska,MRO,Actual Physical Attack,0,0,2022
1254,July,07/18/2022,09:15:00,Unknown,Unknown,South Carolina,SERC,Fuel Supply Deficiency,4500,0,2022
1255,July,07/18/2022,13:09:00,07/18/2022,13:11:00,Oregon,WECC,Vandalism,0,0,2022
1256,July,07/19/2022,15:42:00,07/19/2022,16:12:00,Florida,SERC,System Operations,0,0,2022
1257,July,07/19/2022,15:42:00,07/19/2022,16:12:00,Florida,SERC,System Operations,0,0,2022
1258,July,07/23/2022,20:45:00,07/24/2022,11:30:00,Michigan,RF,Severe Weather,Unknown,93750,2022
1259,July,07/25/2022,00:38:00,07/25/2022,13:46:00,Pennsylvania,RF,Transmission Interruption,0,0,2022
1260,July,07/26/2022,06:38:00,07/26/2022,12:57:00,Texas,TRE,System Operations,0,0,2022
1261,July,07/26/2022,04:20:00,07/26/2022,04:57:00,California,WECC,Suspicious Activity,Unknown,Unknown,2022
1262,July,07/26/2022,21:00:00,07/26/2022,21:20:00,Pennsylvania,RF,Suspicious Activity,0,0,2022
1263,July,07/28/2022,19:25:00,07/28/2022,22:41:00,California,WECC,Actual Physical Attack,0,0,2022
1264,July,07/29/2022,02:00:00,07/29/2022,02:01:00,Pennsylvania,RF,Suspicious Activity,0,0,2022
1265,July,07/30/2022,19:35:00,08/01/2022,13:17:00,California,WECC,System Operations,0,0,2022
1266,July,07/31/2022,06:36:00,07/31/2022,07:13:00,New York,NPCC,System Operations,0,0,2022
1267,August,08/01/2022,09:44:00,08/01/2022,09:45:00,Georgia,SERC,Vandalism,0,0,2022
1268,August,08/01/2022,08:03:00,08/01/2022,09:00:00,California,WECC,Actual Physical Attack,0,0,2022
1269,August,08/03/2022,02:00:00,08/03/2022,03:07:00,Texas,TRE,Suspicious Activity,0,0,2022
1270,August,08/03/2022,02:30:00,Unknown,Unknown,Minnesota,MRO/RF,Severe Weather,Unknown,80000,2022
1271,August,08/03/2022,19:00:00,08/05/2022,08:53:00,Michigan,RF,Severe Weather,Unknown,71000,2022
1272,August,08/03/2022,17:00:00,08/03/2022,20:30:00,Michigan,RF,Severe Weather,Unknown,91264,2022
1273,August,08/04/2022,18:00:00,08/05/2022,02:00:00,Maryland,RF,Severe Weather,Unknown,75500,2022
1274,August,08/05/2022,14:52:00,08/05/2022,16:41:00,Washington,WECC,Vandalism,0,0,2022
1275,August,08/05/2022,02:00:00,08/05/2022,06:30:00,Washington,WECC,Actual Physical Attack,3,350,2022
1276,August,08/09/2022,15:18:00,08/09/2022,15:19:00,Washington,WECC,Vandalism,0,0,2022
1277,August,08/09/2022,16:42:00,08/09/2022,22:12:00,Ohio,RF,System Operations,Unknown,62464,2022
1278,August,08/09/2022,02:29:00,08/09/2022,03:00:00,Missouri,SERC,System Operations,0,0,2022
1279,August,08/09/2022,12:12:00,08/09/2022,13:08:00,Florida,SERC,System Operations,0,0,2022
1280,August,08/09/2022,12:12:00,08/09/2022,13:08:00,Florida,SERC,System Operations,0,0,2022
1281,August,08/10/2022,01:25:00,08/10/2022,01:30:00,Arkansas,SERC,Severe Weather,24,0,2022
1282,August,08/10/2022,15:00:00,08/10/2022,15:01:00,Alabama,SERC,Vandalism,0,0,2022
1283,August,08/10/2022,19:56:00,08/11/2022,20:00:00,Texas,TRE,Severe Weather,Unknown,140464,2022
1284,August,08/12/2022,14:46:00,08/12/2022,14:47:00,Georgia,SERC,Vandalism,0,0,2022
1285,August,08/15/2022,23:43:00,08/16/2022,07:14:00,Wyoming,WECC/MRO,Transmission Interruption,0,5000,2022
1286,August,08/15/2022,09:08:00,08/15/2022,09:10:00,Nevada,WECC,Vandalism,0,0,2022
1287,August,08/15/2022,10:24:00,08/15/2022,12:49:00,New Jersey,RF,Transmission Interruption,Unknown,0,2022
1288,August,08/18/2022,18:05:00,08/18/2022,21:39:00,Ohio,RF,System Operations,Unknown,Unknown,2022
1289,August,08/19/2022,17:40:00,08/19/2022,17:41:00,Massachusetts,NPCC,Actual Physical Attack,0,0,2022
1290,August,08/19/2022,22:00:00,08/20/2022,11:30:00,Washington,WECC,Cyber Event,0,0,2022
1291,August,08/22/2022,09:47:00,08/22/2022,09:48:00,California,WECC,Vandalism,0,0,2022
1292,August,08/22/2022,12:46:00,08/22/2022,13:09:00,Texas,TRE,System Operations,24,6385,2022
1293,August,08/22/2022,20:40:00,08/22/2022,21:57:00,Texas,TRE,Severe Weather,0,0,2022
1294,August,08/24/2022,14:20:00,08/24/2022,14:21:00,California,WECC,Vandalism,0,0,2022
1295,August,08/25/2022,00:59:00,08/25/2022,01:00:00,California,WECC,Vandalism,0,0,2022
1296,August,08/25/2022,00:59:00,08/25/2022,01:00:00,California,WECC,Vandalism,0,0,2022
1297,August,08/26/2022,11:09:00,08/26/2022,11:10:00,California,WECC,Vandalism,0,0,2022
1298,August,08/27/2022,02:21:00,08/27/2022,19:14:00,Maine,NPCC,System Operations,0,0,2022
1299,August,08/28/2022,04:59:00,08/28/2022,06:06:00,New York,NPCC,System Operations,0,0,2022
1300,August,08/29/2022,15:00:00,09/01/2022,09:00:00,Michigan,RF,Severe Weather,Unknown,197740,2022
1301,August,08/29/2022,17:50:00,Unknown,Unknown,Michigan,RF,Severe Weather,Unknown,Unknown,2022
1302,August,08/29/2022,10:45:00,08/29/2022,11:45:00,Texas,TRE,Suspicious Activity,0,0,2022
1303,August,08/31/2022,09:58:00,08/31/2022,12:15:00,Florida,SERC,Vandalism,10,3000,2022
1304,September,09/01/2022,15:00:00,09/01/2022,21:00:00,California,WECC,Severe Weather,242,44000,2022
1305,September,09/04/2022,16:00:00,09/06/2022,08:00:00,Texas,TRE,Severe Weather,Unknown,190000,2022
1306,September,09/04/2022,18:50:00,09/05/2022,02:45:00,California,WECC,Cyber Event,0,0,2022
1307,September,09/05/2022,06:05:00,09/05/2022,21:00:00,California,WECC,System Operations,Unknown,0,2022
1308,September,09/06/2022,16:30:00,09/07/2022,00:30:00,California,WECC,Vandalism,0,0,2022
1309,September,09/06/2022,06:00:00,09/06/2022,06:22:00,Texas,TRE,Suspicious Activity,0,0,2022
1310,September,09/06/2022,10:34:00,09/06/2022,21:00:00,California,WECC,System Operations,Unknown,0,2022
1311,September,09/06/2022,16:00:00,09/06/2022,21:00:00,California,WECC,Severe Weather,272,44000,2022
1312,September,09/06/2022,19:20:00,09/06/2022,21:01:00,Idaho,WECC,System Operations,Unknown,Unknown,2022
1313,September,09/06/2022,17:00:00,09/06/2022,20:00:00,Nevada,WECC,System Operations,8800,1300000,2022
1314,September,09/07/2022,13:45:00,09/07/2022,19:00:00,Florida,SERC,Cyber Event,0,0,2022
1315,September,09/07/2022,11:31:00,09/07/2022,21:00:00,California,WECC,System Operations,Unknown,0,2022
1316,September,09/07/2022,13:00:00,Unknown,Unknown,California,WECC,Vandalism,0,0,2022
1317,September,09/07/2022,17:00:00,09/07/2022,20:00:00,Nevada,WECC,System Operations,8600,1300000,2022
1318,September,09/07/2022,16:00:00,09/07/2022,21:00:00,California,WECC,Severe Weather,257,44000,2022
1319,September,09/08/2022,10:52:00,09/09/2022,21:00:00,California,WECC,System Operations,Unknown,0,2022
1320,September,09/08/2022,11:54:00,09/08/2022,21:00:00,California,WECC,Severe Weather,258,44000,2022
1321,September,09/08/2022,17:00:00,09/08/2022,20:00:00,Nevada,WECC,System Operations,8250,1300000,2022
1322,September,09/09/2022,16:00:00,09/09/2022,21:00:00,California,WECC,Severe Weather,257,44000,2022
1323,September,09/10/2022,22:30:00,09/10/2022,22:31:00,Indiana,RF,Suspicious Activity,Unknown,Unknown,2022
1324,September,09/11/2022,18:19:00,09/11/2022,22:28:00,Texas,TRE,Transmission Interruption,0,0,2022
1325,September,09/13/2022,19:55:00,09/13/2022,20:01:00,Texas,TRE,Severe Weather,0,0,2022
1326,September,09/15/2022,19:52:00,09/15/2022,21:31:00,Texas,TRE,Transmission Interruption,0,0,2022
1327,September,09/16/2022,18:30:00,09/16/2022,23:15:00,Oregon,WECC,Transmission Interruption,0,0,2022
1328,September,09/16/2022,18:00:00,09/16/2022,18:01:00,Utah,WECC,Suspicious Activity,0,0,2022
1329,September,09/21/2022,16:19:00,09/21/2022,18:01:00,Texas,TRE/SERC,Vandalism,Unknown,1521,2022
1330,September,09/22/2022,03:58:00,09/22/2022,04:00:00,Florida,SERC,Vandalism,Unknown,Unknown,2022
1331,September,09/22/2022,10:02:00,09/22/2022,11:00:00,California,WECC,Vandalism,1,0,2022
1332,September,09/23/2022,10:10:00,09/23/2022,11:00:00,California,WECC,Vandalism,2,0,2022
1333,September,09/27/2022,08:42:00,09/27/2022,10:00:00,California,WECC,Vandalism,1,0,2022
1334,September,09/28/2022,15:00:00,10/03/2022,15:53:00,Florida,SERC,Severe Weather,Unknown,676000,2022
1335,September,09/28/2022,18:00:00,09/30/2022,15:20:00,Florida,SERC,Severe Weather,1000,116937,2022
1336,September,09/28/2022,15:00:00,Unknown,Unknown,Florida,SERC,Severe Weather,750,291361,2022
1337,September,09/29/2022,04:00:00,10/03/2022,00:00:00,Florida,SERC,Severe Weather,0,0,2022
1338,September,09/29/2022,03:27:00,Unknown,Unknown,Florida,SERC,Severe Weather,150,15797,2022
1339,September,09/30/2022,18:30:00,10/01/2022,18:36:00,North Carolina,SERC,Severe Weather,Unknown,154100,2022
1340,September,09/30/2022,13:46:00,09/30/2022,18:09:00,South Carolina,SERC,Severe Weather,Unknown,108930,2022
1341,September,09/30/2022,02:45:00,10/01/2022,16:15:00,North Carolina,SERC,Severe Weather,Unknown,48323,2022
1342,September,09/30/2022,11:00:00,09/30/2022,12:00:00,California,WECC,Vandalism,2,0,2022
1343,October,10/03/2022,06:00:00,10/04/2022,07:00:00,Alabama,SERC,Suspicious Activity,0,0,2022
1344,October,10/03/2022,13:45:00,10/03/2022,14:30:00,California,WECC,Vandalism,1,0,2022
1345,October,10/08/2022,16:23:00,10/08/2022,16:50:00,New York,NPCC,Suspicious Activity,100,0,2022
1346,October,10/10/2022,15:50:00,10/10/2022,16:05:00,Texas,TRE/SERC,Vandalism,Unknown,0,2022
1347,October,10/13/2022,10:00:00,10/13/2022,11:00:00,California,WECC,Vandalism,1,0,2022
1348,October,10/14/2022,13:15:00,10/14/2022,17:45:00,Connecticut,NPCC,Severe Weather,Unknown,76388,2022
1349,October,10/14/2022,13:30:00,Unknown ,Unknown,Texas,RE ,Cyber Event,0,0,2022
1350,October,10/15/2022,09:52:00,10/15/2022,10:23:00,Arizona,WECC,System Operations,0,0,2022
1351,October,10/15/2022,20:04:00,10/18/2022,16:03:00,Louisiana,SERC,System Operations,69,16225,2022
1352,October,10/18/2022,15:12:00,Unknown ,Unknown,Texas,TRE/SERC,Vandalism,Unknown,Unknown,2022
1353,October,10/21/2022,11:15:00,10/21/2022,11:18:00,California,WECC,Suspicious Activity,0,0,2022
1354,October,10/24/2022,00:00:00,10/28/2022,00:00:00,Massachusetts,NPCC,Cyber Event,0,0,2022
1355,October,10/24/2022,16:29:00,10/24/2022,18:05:00,Texas,TRE/WECC,System Operations,34,7551,2022
1356,October,10/25/2022,01:45:00,10/25/2022,13:50:00,Texas,TRE,System Operations,Unknown,109865,2022
1357,October,10/26/2022,19:32:00,10/26/2022,20:38:00,Texas,TRE,System Operations,0,0,2022
1358,October,10/27/2022,00:01:00,10/27/2022,13:00:00,Arkansas,SERC,Vandalism,Unknown,0,2022
